source_table,target_column,model,split_type,repeat,n_train,n_test,n_numeric_features,n_categorical_features,rmse,mae,r2,spearman,top_1pct_recovery,top_5pct_recovery,top_10pct_recovery,ndcg_10pct,hgb_skipped_due_to_categorical_features,feature_source,target_family,feature_table,task,gas,target_property,target_unit,split_group_column,descriptor_family
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,mmol/g,extratrees,random,8,48000,12000,5,0,1.3073723673777748,0.9177366781102521,0.6534471238799451,0.7605711966074915,0.008333333333333333,0.1,0.22166666666666668,0.7326487137535318,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,mmol/g,dummy,random,9,48000,12000,5,0,2.326196960525985,1.9813853690833334,-0.1032959402153164,,0.0,0.04666666666666667,0.08833333333333333,0.4193695495968055,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,mmol/g,ridge,random,9,48000,12000,5,0,1.0920361141510595,0.781099153276508,0.756850682927265,0.8043685192260959,0.041666666666666664,0.16333333333333333,0.27166666666666667,0.7481809257835684,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,mmol/g,hgb,random,9,48000,12000,5,0,1.0477691890668392,0.7488561444964908,0.7761638130860149,0.8035152798024116,0.05,0.14666666666666667,0.2733333333333333,0.7505287863135499,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,mmol/g,randomforest,random,9,48000,12000,5,0,1.1631748499542318,0.8296894012281362,0.7241397922453613,0.7697180350645488,0.016666666666666666,0.12333333333333334,0.23666666666666666,0.7341871182599959,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,mmol/g,extratrees,random,9,48000,12000,5,0,1.3147697006201338,0.9262545767777746,0.647549260332911,0.7536217349549417,0.03333333333333333,0.11666666666666667,0.215,0.7191805185426263,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),dummy,random,0,48000,12000,5,0,0.24368962754346632,0.15161368633333333,-0.1002214837572033,,0.008333333333333333,0.051666666666666666,0.10166666666666667,0.32293157395681094,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),ridge,random,0,48000,12000,5,0,0.2152845744339549,0.15379951644647583,0.14131898996553283,0.3702121842213127,0.1,0.18833333333333332,0.31583333333333335,0.5188009846609936,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),hgb,random,0,48000,12000,5,0,0.20907646543811445,0.14582439877878967,0.19012809796695496,0.39119420146668776,0.05,0.18,0.3,0.5031846219631647,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),randomforest,random,0,48000,12000,5,0,0.23914507779766228,0.1603551007443463,-0.05956822415719176,0.2978323849724093,0.05,0.145,0.2625,0.47003187711402866,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),extratrees,random,0,48000,12000,5,0,0.2727409984724079,0.1739733901276551,-0.3781829882206662,0.2498911502475729,0.05,0.13333333333333333,0.2425,0.45677528546850177,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),dummy,random,1,48000,12000,5,0,0.24663580934443433,0.15306012083333334,-0.0893660116982844,,0.008333333333333333,0.043333333333333335,0.08833333333333333,0.2989289705331825,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),ridge,random,1,48000,12000,5,0,0.21874436219219195,0.15589442405655035,0.1430898380306712,0.37295561557171164,0.06666666666666667,0.20333333333333334,0.295,0.5150954166316181,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),hgb,random,1,48000,12000,5,0,0.21096386771602071,0.14741339299383338,0.20296441061601833,0.39749123694133626,0.10833333333333334,0.18333333333333332,0.2916666666666667,0.5165398946130866,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),randomforest,random,1,48000,12000,5,0,0.23255715834410734,0.16022762098016277,0.031452375828874946,0.30909565639909076,0.05,0.155,0.26916666666666667,0.4763276374657971,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),extratrees,random,1,48000,12000,5,0,0.25129551402114625,0.1725599180028949,-0.13091776904342267,0.2658141813564168,0.03333333333333333,0.14,0.25583333333333336,0.4599892956566121,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),dummy,random,2,48000,12000,5,0,0.2669297256730655,0.15351980616666666,-0.08388701950077793,,0.0,0.04833333333333333,0.10083333333333333,0.29581231365709265,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),ridge,random,2,48000,12000,5,0,0.24036878290593067,0.15667664557120634,0.12108623962301246,0.35791568342004,0.08333333333333333,0.18666666666666668,0.32,0.502741375866556,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),hgb,random,2,48000,12000,5,0,0.2334741346886193,0.1480276454521056,0.1707839797714623,0.3821688670326208,0.05,0.19666666666666666,0.32083333333333336,0.49175403130268164,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),randomforest,random,2,48000,12000,5,0,0.2617760502617856,0.16361354151630728,-0.04243733279665207,0.2893449332420438,0.025,0.12833333333333333,0.25666666666666665,0.4381946942414853,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),extratrees,random,2,48000,12000,5,0,0.29346348260705585,0.17752235699083613,-0.31008136528397,0.24048326303777204,0.025,0.11666666666666667,0.24,0.4198851779059318,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),dummy,random,3,48000,12000,5,0,0.24399475008791513,0.15133858741666667,-0.089692593717134,,0.0,0.06166666666666667,0.09416666666666666,0.31781843008493127,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),ridge,random,3,48000,12000,5,0,0.2173306250657778,0.15506914429930968,0.1354603947848929,0.35733511353869196,0.08333333333333333,0.19166666666666668,0.32666666666666666,0.5149742145738111,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),hgb,random,3,48000,12000,5,0,0.20993986669464998,0.14618072280659372,0.19326133990306749,0.37811179463158723,0.06666666666666667,0.16333333333333333,0.30583333333333335,0.515118402819989,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),randomforest,random,3,48000,12000,5,0,0.23138430376027785,0.15940455382241828,0.020034413795527617,0.2955157987134093,0.041666666666666664,0.13833333333333334,0.2633333333333333,0.47376744796016496,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),extratrees,random,3,48000,12000,5,0,0.24867529745825218,0.17228588810980008,-0.13190069731807563,0.251081251095284,0.041666666666666664,0.14333333333333334,0.2475,0.45630121998177114,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),dummy,random,4,48000,12000,5,0,0.2477628422677353,0.15297375483333334,-0.09205229155358063,,0.0,0.056666666666666664,0.10333333333333333,0.31984792701845627,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),ridge,random,4,48000,12000,5,0,0.2205933129973815,0.15684400189151806,0.1343232132712059,0.35391957103339494,0.025,0.175,0.305,0.4958031256249842,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),hgb,random,4,48000,12000,5,0,0.21471189723911868,0.1487290151953791,0.1798688556430751,0.3733196646592163,0.041666666666666664,0.16,0.2758333333333333,0.47623618963783504,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),randomforest,random,4,48000,12000,5,0,0.2337401158211996,0.16027776905579333,0.028064163630281413,0.29868694497462667,0.041666666666666664,0.125,0.2683333333333333,0.4699738736559068,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),extratrees,random,4,48000,12000,5,0,0.25264694005215305,0.17310636115691935,-0.13553145973945613,0.25665408002500983,0.025,0.12,0.2525,0.45128514753446997,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),dummy,random,5,48000,12000,5,0,0.2661405276099327,0.15217367208333332,-0.08075641830512881,,0.03333333333333333,0.045,0.09583333333333334,0.2948946350026652,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),ridge,random,5,48000,12000,5,0,0.24100066264033215,0.15624033103553864,0.11377852494535978,0.3501370769166385,0.03333333333333333,0.19,0.32166666666666666,0.4906184003102646,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),hgb,random,5,48000,12000,5,0,0.23411714903092132,0.14763707789012598,0.16368044817178495,0.37207201563983916,0.09166666666666666,0.16833333333333333,0.2975,0.4832290949831172,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),randomforest,random,5,48000,12000,5,0,0.2529319878573183,0.16055497890529666,0.023857299818038524,0.2953445226902056,0.025,0.14,0.2708333333333333,0.445865401449814,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),extratrees,random,5,48000,12000,5,0,0.27308626105037764,0.1734584774068143,-0.1379036724913938,0.2532606102811462,0.025,0.13166666666666665,0.25916666666666666,0.43003374588285476,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),dummy,random,6,48000,12000,5,0,0.26549169719185867,0.15244648941666666,-0.0789768788177132,,0.016666666666666666,0.04,0.09666666666666666,0.29370097873104273,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),ridge,random,6,48000,12000,5,0,0.239802341572791,0.1549417212615063,0.11972759081125406,0.3626632223670897,0.09166666666666666,0.18666666666666668,0.31833333333333336,0.5050818706816299,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),hgb,random,6,48000,12000,5,0,0.23376364594806534,0.1470898371272385,0.16350337086138333,0.38694188678691444,0.041666666666666664,0.17166666666666666,0.30833333333333335,0.4877338222917847,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),randomforest,random,6,48000,12000,5,0,0.263484022328088,0.1614356750922768,-0.06271991757428608,0.29928506336712213,0.016666666666666666,0.14833333333333334,0.2675,0.44200468995543585,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),extratrees,random,6,48000,12000,5,0,0.287540175756029,0.17462268271353407,-0.26563162577637023,0.25737608906316356,0.016666666666666666,0.14333333333333334,0.2475,0.427565478564152,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),dummy,random,7,48000,12000,5,0,0.24655501637314203,0.15319646008333332,-0.10080793708932467,,0.0,0.04,0.095,0.32897814743688253,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),ridge,random,7,48000,12000,5,0,0.21870724075203452,0.15552253745682362,0.13381593640726963,0.36650937631029623,0.058333333333333334,0.18333333333333332,0.2991666666666667,0.5168891472904555,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),hgb,random,7,48000,12000,5,0,0.21045110055570135,0.1464697218163427,0.19797802362666705,0.3879656542835965,0.06666666666666667,0.175,0.2991666666666667,0.5063453788461401,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),randomforest,random,7,48000,12000,5,0,0.23202438905065792,0.16011160599969196,0.025120042704551926,0.29583359215871324,0.03333333333333333,0.13666666666666666,0.2633333333333333,0.4783754908406921,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),extratrees,random,7,48000,12000,5,0,0.2523804611758142,0.1747653805998453,-0.15344084245093015,0.24326161887525852,0.025,0.12166666666666667,0.2425,0.4545120831999732,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),dummy,random,8,48000,12000,5,0,0.24359873543855337,0.1508247145,-0.09199759891339099,,0.016666666666666666,0.041666666666666664,0.09,0.3049116535989643,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),ridge,random,8,48000,12000,5,0,0.21791729598358747,0.154728235517048,0.12611350630299079,0.35629516024714697,0.03333333333333333,0.18,0.2991666666666667,0.4951113506437622,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),hgb,random,8,48000,12000,5,0,0.21079200778089463,0.1463466791501872,0.18232653282099887,0.3825334616964541,0.075,0.15833333333333333,0.2875,0.4883242110193681,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),randomforest,random,8,48000,12000,5,0,0.23418524756463088,0.15949514588574915,-0.009231253607691503,0.29658241954667625,0.016666666666666666,0.135,0.2575,0.46047694350889207,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),extratrees,random,8,48000,12000,5,0,0.255928111449219,0.17247601393133277,-0.2053345580479391,0.2540662671221522,0.008333333333333333,0.12333333333333334,0.24666666666666667,0.44811392339342626,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),dummy,random,9,48000,12000,5,0,0.24512389729120235,0.15295311958333332,-0.09437230719791923,,0.025,0.058333333333333334,0.10583333333333333,0.33000330885107315,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),ridge,random,9,48000,12000,5,0,0.21628395023162586,0.15514313321488551,0.14799454608753948,0.3770715712372538,0.03333333333333333,0.19,0.31,0.5241660876498192,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),hgb,random,9,48000,12000,5,0,0.20911776921049677,0.1466861656908722,0.20351855359532056,0.39554664750329127,0.075,0.16666666666666666,0.2991666666666667,0.5143004245139252,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),randomforest,random,9,48000,12000,5,0,0.243403740806129,0.16127634548406367,-0.07906668868134714,0.3140836256130838,0.016666666666666666,0.13333333333333333,0.24833333333333332,0.4657779632803531,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,S(g1),extratrees,random,9,48000,12000,5,0,0.2998290054158752,0.17471868111276967,-0.6373483146914842,0.2686896357268877,0.041666666666666664,0.10333333333333333,0.24666666666666667,0.4588225964512043,False,table_local_non_descriptor,selectivity,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,dummy,random,0,48000,12000,5,0,6.164707134397121,3.492466711333333,-0.13843864351480906,,0.008333333333333333,0.04,0.08666666666666667,0.21423230746875227,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,ridge,random,0,48000,12000,5,0,4.7202541721438465,2.6295127966416185,0.332554975782665,0.6547144438463364,0.008333333333333333,0.1,0.21166666666666667,0.35201370775306773,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,hgb,random,0,48000,12000,5,0,4.711254372256293,2.622248344239777,0.33509769699232894,0.7453102054970896,0.008333333333333333,0.10166666666666667,0.20166666666666666,0.3892917390929823,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,randomforest,random,0,48000,12000,5,0,5.201606634210979,2.8938953356964907,0.1894874528800613,0.7236825826928208,0.016666666666666666,0.10833333333333334,0.2,0.38856209701152333,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,extratrees,random,0,48000,12000,5,0,5.866278174864647,3.1984032822117414,-0.030884563089725425,0.7056131014127988,0.025,0.11166666666666666,0.2025,0.3926813161448309,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,dummy,random,1,48000,12000,5,0,6.066596996452003,3.425821236,-0.1332645429372079,,0.016666666666666666,0.04666666666666667,0.08916666666666667,0.21818334607270432,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,ridge,random,1,48000,12000,5,0,4.679698643300749,2.6258265409554644,0.3256633202862266,0.6460427250669952,0.008333333333333333,0.10333333333333333,0.21166666666666667,0.35108931859110926,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,hgb,random,1,48000,12000,5,0,4.673177094580067,2.610989362250746,0.32754149901190033,0.7419663213371882,0.016666666666666666,0.105,0.22666666666666666,0.38865082269872325,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,randomforest,random,1,48000,12000,5,0,5.1855039440088335,2.864146329651828,0.1720140882433968,0.7219669761942102,0.03333333333333333,0.11166666666666666,0.21666666666666667,0.3895994379710377,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,extratrees,random,1,48000,12000,5,0,5.879258125413762,3.163978952918919,-0.06435392385977101,0.7013493924845143,0.016666666666666666,0.11166666666666666,0.21,0.3986449992987202,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,dummy,random,2,48000,12000,5,0,6.102058034458455,3.4854344318333332,-0.1469730297420122,,0.008333333333333333,0.056666666666666664,0.1175,0.23603241342386602,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,ridge,random,2,48000,12000,5,0,4.643826106277014,2.6406664422161374,0.33571807460760494,0.6524579034908775,0.0,0.08833333333333333,0.21416666666666667,0.35411150664049496,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,hgb,random,2,48000,12000,5,0,4.622058973142755,2.6208295419436185,0.3419308933234222,0.7419728800200185,0.0,0.11833333333333333,0.21,0.40055861685388244,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,randomforest,random,2,48000,12000,5,0,5.120359235731403,2.90128139902047,0.19239053296632924,0.7207862936948929,0.008333333333333333,0.10166666666666667,0.2175,0.40723930875793896,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,extratrees,random,2,48000,12000,5,0,5.882483352584555,3.2480440253769496,-0.0659134738255518,0.7014932223953244,0.025,0.10833333333333334,0.21416666666666667,0.40771556799282405,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,dummy,random,3,48000,12000,5,0,6.250866559197276,3.507359446666667,-0.134260615769362,,0.008333333333333333,0.04666666666666667,0.09416666666666666,0.20743966887496504,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,ridge,random,3,48000,12000,5,0,4.805881147570639,2.627311643187124,0.3295313908398134,0.649641913034668,0.008333333333333333,0.095,0.20083333333333334,0.3338550911412138,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,hgb,random,3,48000,12000,5,0,4.790884221564345,2.610153038082545,0.33370930509400953,0.7412296808588613,0.016666666666666666,0.12166666666666667,0.23,0.3906032053471747,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,randomforest,random,3,48000,12000,5,0,5.298345182899507,2.9181403227442413,0.18508390673395503,0.7193047438693386,0.041666666666666664,0.105,0.20166666666666666,0.387169889413824,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,extratrees,random,3,48000,12000,5,0,6.028878290650361,3.2634072368609703,-0.05512868474743904,0.7004340426695493,0.03333333333333333,0.10333333333333333,0.19083333333333333,0.38559433879570026,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,dummy,random,4,48000,12000,5,0,6.080426634447235,3.473929936083333,-0.13328986357613437,,0.025,0.045,0.09166666666666666,0.2164167478724217,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,ridge,random,4,48000,12000,5,0,4.645701742011586,2.588493675057996,0.3384303894779128,0.6472764076478048,0.016666666666666666,0.105,0.22,0.3607054690700461,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,hgb,random,4,48000,12000,5,0,4.619193980762555,2.563789078590994,0.3459585086403325,0.7463862921114074,0.03333333333333333,0.11,0.23,0.4123496772723204,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,randomforest,random,4,48000,12000,5,0,5.139912792995004,2.850566816251242,0.190187641885868,0.7227011880872752,0.016666666666666666,0.095,0.2025,0.4001972798894706,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,extratrees,random,4,48000,12000,5,0,5.880089385420236,3.181778844327288,-0.0598410944958081,0.6997776202494365,0.025,0.11,0.2025,0.39798547902952053,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,dummy,random,5,48000,12000,5,0,6.20369562481801,3.494741595666667,-0.1427195565365409,,0.0,0.056666666666666664,0.09416666666666666,0.22039822262813938,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,ridge,random,5,48000,12000,5,0,4.762140879076332,2.667546254595768,0.3266464179488622,0.6556991984718431,0.008333333333333333,0.08166666666666667,0.2025,0.34219531523075575,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,hgb,random,5,48000,12000,5,0,4.737238901582096,2.645685057452265,0.3336701475512486,0.7413013642364019,0.008333333333333333,0.13,0.22833333333333333,0.399973293871473,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,randomforest,random,5,48000,12000,5,0,5.26407843560691,2.9273235146741614,0.1772206181609588,0.725730877180899,0.008333333333333333,0.07833333333333334,0.215,0.38593622361365926,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,extratrees,random,5,48000,12000,5,0,5.973794560695505,3.2648590019364407,-0.059593444854978195,0.7081360274545756,0.025,0.105,0.21,0.39207769877421794,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,dummy,random,6,48000,12000,5,0,6.056310150354393,3.4393948707499997,-0.13639779653054984,,0.008333333333333333,0.056666666666666664,0.1125,0.22827657800811535,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,ridge,random,6,48000,12000,5,0,4.660583417924863,2.627060115045003,0.3270314964743941,0.644620681252391,0.0,0.09333333333333334,0.21916666666666668,0.34684879138658486,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,hgb,random,6,48000,12000,5,0,4.633336026584041,2.599043015176034,0.3348773103394752,0.7391610222804491,0.016666666666666666,0.13166666666666665,0.21916666666666668,0.4126247722835157,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,randomforest,random,6,48000,12000,5,0,5.14420407555161,2.869574442763876,0.18011952186975222,0.7160669059281765,0.008333333333333333,0.105,0.2075,0.3973208514953951,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,extratrees,random,6,48000,12000,5,0,5.812725685358673,3.162247083887154,-0.0468243684459686,0.6969326921886572,0.041666666666666664,0.11166666666666666,0.2025,0.39256534939564364,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
ARC-MOF::ARC-MOF adsorption task table::methane_purification_ch4.csv,molc/uc,dummy,random,7,48000,12000,5,0,6.050283352520617,3.421958979,-0.13666999336102448,,0.008333333333333333,0.06333333333333334,0.09416666666666666,0.22616150345929348,False,table_local_non_descriptor,uptake_or_loading,,,,,,,
